2016-11-25 06:47:57.512844,14.96,41.76,1024.07,73.17,463.26
2016-11-25 06:47:57.512958,25.18,62.96,1020.04,59.08,444.37
2016-11-25 06:47:57.512976,5.11,39.4,1012.16,92.14,488.56
2016-11-25 06:47:57.512989,20.86,57.32,1010.24,76.64,446.48
2016-11-25 06:47:57.513000,10.82,37.5,1009.23,96.62,473.9
2016-11-25 06:47:57.513012,26.27,59.44,1012.23,58.77,443.67
2016-11-25 06:47:57.513023,15.89,43.96,1014.02,75.24,467.35
2016-11-25 06:47:57.513034,9.48,44.71,1019.12,66.43,478.42
2016-11-25 06:47:57.513058,14.64,45,1021.78,41.25,475.98
2016-11-25 06:47:57.513070,11.74,43.56,1015.14,70.72,477.5
2016-11-25 06:47:57.513082,17.99,43.72,1008.64,75.04,453.02
2016-11-25 06:47:57.513095,20.14,46.93,1014.66,64.22,453.99
2016-11-25 06:47:57.513107,24.34,73.5,1011.31,84.15,440.29
2016-11-25 06:47:57.513118,25.71,58.59,1012.77,61.83,451.28
2016-11-25 06:47:57.513130,26.19,69.34,1009.48,87.59,433.99
2016-11-25 06:47:57.513141,21.42,43.79,1015.76,43.08,462.19
2016-11-25 06:47:57.513153,18.21,45,1022.86,48.84,-0
2016-11-25 06:47:57.513165,11.04,41.74,1022.6,77.51,477.2
2016-11-25 06:47:57.513177,14.45,52.75,1023.97,63.59,459.85
2016-11-25 06:47:57.513188,13.97,38.47,1015.15,55.28,464.3
2016-11-25 06:47:57.513200,17.76,42.42,1009.09,66.26,468.27
2016-11-25 06:47:57.513212,5.41,40.07,1019.16,64.77,495.24
2016-11-25 06:47:57.513223,7.76,42.28,1008.52,83.31,483.8
2016-11-25 06:47:57.513235,27.23,63.9,1014.3,47.19,443.61
2016-11-25 06:47:57.513247,27.36,48.6,1003.18,54.93,436.06
2016-11-25 06:47:57.513259,27.47,70.72,1009.97,74.62,443.25
2016-11-25 06:47:57.513271,14.6,39.31,1011.11,72.52,464.16
2016-11-25 06:47:57.513282,7.91,39.96,1023.57,88.44,475.52
2016-11-25 06:47:57.513294,5.81,35.79,1012.14,92.28,484.41
2016-11-25 06:47:57.513305,30.53,65.18,1012.69,41.85,437.89
2016-11-25 06:47:57.513316,23.87,63.94,1019.02,44.28,445.11
2016-11-25 06:47:57.513328,26.09,58.41,1013.64,64.58,438.86
2016-11-25 06:47:57.513340,29.27,66.85,1011.11,63.25,440.98
2016-11-25 06:47:57.513351,27.38,74.16,1010.08,78.61,436.65
2016-11-25 06:47:57.513363,24.81,63.94,1018.76,44.51,444.26
2016-11-25 06:47:57.513374,12.75,44.03,1007.29,89.46,465.86
2016-11-25 06:47:57.513386,24.66,63.73,1011.4,74.52,444.37
2016-11-25 06:47:57.513398,16.38,47.45,1010.08,88.86,450.69
2016-11-25 06:47:57.513410,13.91,39.35,1014.69,75.51,469.02
2016-11-25 06:47:57.513421,23.18,51.3,1012.04,78.64,448.86
2016-11-25 06:47:57.513433,22.47,47.45,1007.62,76.65,447.14
2016-11-25 06:47:57.513444,13.39,44.85,1017.24,80.44,469.18
2016-11-25 06:47:57.513456,9.28,41.54,1018.33,79.89,482.8
2016-11-25 06:47:57.513468,11.82,42.86,1014.12,88.28,476.7
2016-11-25 06:47:57.513479,10.27,40.64,1020.63,84.6,474.99
2016-11-25 06:47:57.513491,22.92,63.94,1019.28,42.69,444.22
2016-11-25 06:47:57.513503,16,37.87,1020.24,78.41,461.33
2016-11-25 06:47:57.513515,21.22,43.43,1010.96,61.07,448.06
2016-11-25 06:47:57.513527,13.46,44.71,1014.51,50,474.6
2016-11-25 06:47:57.513538,9.39,40.11,1029.14,77.29,473.05
2016-11-25 06:47:57.513550,31.07,73.5,1010.58,43.66,432.06
2016-11-25 06:47:57.513562,12.82,38.62,1018.71,83.8,467.41
2016-11-25 06:47:57.513574,32.57,78.92,1011.6,66.47,430.12
2016-11-25 06:47:57.513585,8.11,42.18,1014.82,93.09,473.62
2016-11-25 06:47:57.513597,13.92,39.39,1012.94,80.52,471.81
2016-11-25 06:47:57.513609,23.04,59.43,1010.23,68.99,442.99
2016-11-25 06:47:57.513621,27.31,64.44,1014.65,57.27,442.77
2016-11-25 06:47:57.513632,5.91,39.33,1010.18,95.53,491.49
2016-11-25 06:47:57.513644,25.26,61.08,1013.68,71.72,447.46
2016-11-25 06:47:57.513655,27.97,58.84,1002.25,57.88,446.11
2016-11-25 06:47:57.513667,26.08,52.3,1007.03,63.34,442.44
2016-11-25 06:47:57.513679,29.01,65.71,1013.61,48.07,446.22
2016-11-25 06:47:57.513691,12.18,40.1,1016.67,91.87,471.49
2016-11-25 06:47:57.513702,13.76,45.87,1008.89,87.27,463.5
2016-11-25 06:47:57.513714,25.5,58.79,1016.02,64.4,440.01
2016-11-25 06:47:57.513725,28.26,65.34,1014.56,43.4,441.03
2016-11-25 06:47:57.513737,21.39,62.96,1019.49,72.24,452.68
2016-11-25 06:47:57.513749,7.26,40.69,1020.43,90.22,474.91
2016-11-25 06:47:57.513761,10.54,34.03,1018.71,74,478.77
2016-11-25 06:47:57.513811,27.71,74.34,998.14,71.85,434.2
2016-11-25 06:47:57.513848,23.11,68.3,1017.83,86.62,437.91
2016-11-25 06:47:57.513870,7.51,41.01,1024.61,97.41,477.61
2016-11-25 06:47:57.513888,26.46,74.67,1016.65,84.44,431.65
2016-11-25 06:47:57.513900,29.34,74.34,998.58,81.55,430.57
2016-11-25 06:47:57.513911,10.32,42.28,1008.82,75.66,481.09
2016-11-25 06:47:57.513923,22.74,61.02,1009.56,79.41,445.56
2016-11-25 06:47:57.513934,13.48,39.85,1012.71,58.91,475.74
2016-11-25 06:47:57.513955,25.52,69.75,1010.36,90.06,435.12
2016-11-25 06:47:57.513968,21.58,67.25,1017.39,79,446.15
2016-11-25 06:47:57.513981,27.66,76.86,1001.31,69.47,436.64
2016-11-25 06:47:57.513993,26.96,69.45,1013.89,51.47,436.69
2016-11-25 06:47:57.514004,12.29,42.18,1016.53,83.13,468.75
2016-11-25 06:47:57.514016,15.86,43.02,1012.18,40.33,466.6
2016-11-25 06:47:57.514028,13.87,45.08,1024.42,81.69,465.48
2016-11-25 06:47:57.514040,24.09,73.68,1014.93,94.55,441.34
2016-11-25 06:47:57.514052,20.45,69.45,1012.53,91.81,441.83
2016-11-25 06:47:57.514063,15.07,39.3,1019,63.62,464.7
2016-11-25 06:47:57.514075,32.72,69.75,1009.6,49.35,437.99
2016-11-25 06:47:57.514087,18.23,58.96,1015.55,69.61,459.12
2016-11-25 06:47:57.514099,35.56,68.94,1006.56,38.75,429.69
2016-11-25 06:47:57.514111,18.36,51.43,1010.57,90.17,459.8
2016-11-25 06:47:57.514122,26.35,64.05,1009.81,81.24,433.63
2016-11-25 06:47:57.514134,25.92,60.95,1014.62,48.46,442.84
2016-11-25 06:47:57.514146,8.01,41.66,1014.49,76.72,485.13
2016-11-25 06:47:57.514158,19.63,52.72,1025.09,51.16,459.12
2016-11-25 06:47:57.514169,20.02,67.32,1012.05,76.34,445.31
2016-11-25 06:47:57.514181,10.08,40.72,1022.7,67.3,480.8
2016-11-25 06:47:57.514193,27.23,66.48,1005.23,52.38,432.55
2016-11-25 06:47:57.514205,23.37,63.77,1013.42,76.44,443.86
2016-11-25 06:47:57.514217,18.74,59.21,1018.3,91.55,449.77
2016-11-25 06:47:57.514228,14.81,43.69,1017.19,71.9,470.71
2016-11-25 06:47:57.514240,23.1,51.3,1011.93,80.05,452.17
2016-11-25 06:47:57.514252,10.72,41.38,1021.6,63.77,478.29
2016-11-25 06:47:57.514264,29.46,71.94,1006.96,62.26,428.54
2016-11-25 06:47:57.514275,8.1,40.64,1020.66,89.04,478.27
2016-11-25 06:47:57.514287,27.29,62.66,1007.63,58.02,439.58
2016-11-25 06:47:57.514299,17.1,49.69,1005.53,81.82,457.32
2016-11-25 06:47:57.514310,11.49,44.2,1018.79,91.14,475.51
2016-11-25 06:47:57.514322,23.69,65.59,1010.85,88.92,439.66
2016-11-25 06:47:57.514376,13.51,40.89,1011.03,84.83,471.99
2016-11-25 06:47:57.514389,9.64,39.35,1015.1,91.76,479.81
2016-11-25 06:47:57.514400,25.65,78.92,1010.83,86.56,434.78
2016-11-25 06:47:57.514412,21.59,61.87,1011.18,57.21,446.58
2016-11-25 06:47:57.514423,27.98,58.33,1013.92,54.25,437.76
2016-11-25 06:47:57.514434,18.8,39.72,1001.24,63.8,459.36
2016-11-25 06:47:57.514445,18.28,44.71,1016.99,33.71,462.28
2016-11-25 06:47:57.514456,13.55,43.48,1016.08,67.25,464.33
2016-11-25 06:47:57.514467,22.99,46.21,1010.71,60.11,444.36
2016-11-25 06:47:57.514482,23.94,59.39,1014.32,74.55,438.64
2016-11-25 06:47:57.514493,13.74,34.03,1018.69,67.34,470.49
2016-11-25 06:47:57.514504,21.3,41.1,1001.86,42.75,455.13
2016-11-25 06:47:57.514515,27.54,66.93,1017.06,55.2,450.22
2016-11-25 06:47:57.514526,24.81,63.73,1009.34,83.61,440.43
2016-11-25 06:47:57.514536,4.97,42.85,1014.02,88.78,482.98
2016-11-25 06:47:57.514547,15.22,50.88,1014.19,100.12,460.44
2016-11-25 06:47:57.514558,23.88,54.2,1012.81,64.52,444.97
2016-11-25 06:47:57.514568,33.01,68.67,1005.2,51.41,433.94
2016-11-25 06:47:57.514579,25.98,73.18,1012.28,85.78,439.73
2016-11-25 06:47:57.514590,28.18,73.88,1005.89,75.41,434.48
2016-11-25 06:47:57.514600,21.67,60.84,1017.93,81.63,442.33
2016-11-25 06:47:57.514611,17.67,45.09,1014.26,51.92,457.67
2016-11-25 06:47:57.514621,21.37,57.76,1018.8,70.12,454.66
2016-11-25 06:47:57.514632,28.69,67.25,1017.71,53.83,432.21
